annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card
2414.0,80419,ipad,benchtop,black,Cisplatin,2b3_7,1.068,106.8,False
2415.0,80419,ipad,lightbox,black,Cisplatin,2b3_7,1.068,106.8,False
2416.0,80419,ipad,no light,black,Cisplatin,2b3_7,1.068,106.8,False
2417.0,80419,pixel,benchtop,black,Cisplatin,2b3_7,1.068,106.8,False
2418.0,80419,pixel,lightbox,black,Cisplatin,2b3_7,1.068,106.8,False
2419.0,80419,pixel,no light,black,Cisplatin,2b3_7,1.068,106.8,False
2420.0,82184,ipad,benchtop,black,Cisplatin,2b3_8,1.068,106.8,False
2421.0,82184,ipad,lightbox,black,Cisplatin,2b3_8,1.068,106.8,False
2422.0,82184,ipad,no light,black,Cisplatin,2b3_8,1.068,106.8,False
2423.0,82184,pixel,benchtop,black,Cisplatin,2b3_8,1.068,106.8,False
2424.0,82184,pixel,lightbox,black,Cisplatin,2b3_8,1.068,106.8,False
2425.0,82184,pixel,no light,black,Cisplatin,2b3_8,1.068,106.8,False
2426.0,74792,ipad,benchtop,white,Cisplatin,409e_1,1.015,101.5,False
2427.0,74792,ipad,lightbox,white,Cisplatin,409e_1,1.015,101.5,False
2428.0,74792,ipad,no light,white,Cisplatin,409e_1,1.015,101.5,False
2429.0,74792,pixel,benchtop,white,Cisplatin,409e_1,1.015,101.5,False
2430.0,74792,pixel,lightbox,white,Cisplatin,409e_1,1.015,101.5,False
2431.0,74792,pixel,no light,white,Cisplatin,409e_1,1.015,101.5,False
2432.0,74791,ipad,benchtop,white,Cisplatin,409e_2,1.015,101.5,False
2433.0,74791,ipad,lightbox,white,Cisplatin,409e_2,1.015,101.5,False
2434.0,74791,ipad,no light,white,Cisplatin,409e_2,1.015,101.5,False
2435.0,74791,pixel,benchtop,white,Cisplatin,409e_2,1.015,101.5,False
2436.0,74791,pixel,lightbox,white,Cisplatin,409e_2,1.015,101.5,False
2437.0,74791,pixel,no light,white,Cisplatin,409e_2,1.015,101.5,False
2438.0,74966,ipad,benchtop,white,Cisplatin,409e_3,1.015,101.5,False
2439.0,74966,ipad,lightbox,white,Cisplatin,409e_3,1.015,101.5,False
2440.0,74966,ipad,no light,white,Cisplatin,409e_3,1.015,101.5,False
2441.0,74966,pixel,benchtop,white,Cisplatin,409e_3,1.015,101.5,False
2442.0,74966,pixel,lightbox,white,Cisplatin,409e_3,1.015,101.5,False
2443.0,74966,pixel,no light,white,Cisplatin,409e_3,1.015,101.5,False
2444.0,74969,ipad,benchtop,white,Cisplatin,409e_4,1.015,101.5,False
2445.0,74969,ipad,lightbox,white,Cisplatin,409e_4,1.015,101.5,False
2446.0,74969,ipad,no light,white,Cisplatin,409e_4,1.015,101.5,False
2447.0,74969,pixel,benchtop,white,Cisplatin,409e_4,1.015,101.5,False
2448.0,74969,pixel,lightbox,white,Cisplatin,409e_4,1.015,101.5,False
2449.0,74969,pixel,no light,white,Cisplatin,409e_4,1.015,101.5,False
2450.0,82177,ipad,benchtop,black,Cisplatin,409e_5,1.015,101.5,False
2451.0,82177,ipad,lightbox,black,Cisplatin,409e_5,1.015,101.5,False
2452.0,82177,ipad,no light,black,Cisplatin,409e_5,1.015,101.5,False
2453.0,82177,pixel,benchtop,black,Cisplatin,409e_5,1.015,101.5,False
2454.0,82177,pixel,lightbox,black,Cisplatin,409e_5,1.015,101.5,False
2455.0,82177,pixel,no light,black,Cisplatin,409e_5,1.015,101.5,False
2456.0,80420,ipad,benchtop,black,Cisplatin,409e_6,1.015,101.5,False
2457.0,80420,ipad,lightbox,black,Cisplatin,409e_6,1.015,101.5,False
2458.0,80420,ipad,no light,black,Cisplatin,409e_6,1.015,101.5,False
2459.0,80420,pixel,benchtop,black,Cisplatin,409e_6,1.015,101.5,False
2460.0,80420,pixel,lightbox,black,Cisplatin,409e_6,1.015,101.5,False
2461.0,80420,pixel,no light,black,Cisplatin,409e_6,1.015,101.5,False
2462.0,80421,ipad,benchtop,black,Cisplatin,409e_7,1.015,101.5,False
2463.0,80421,ipad,lightbox,black,Cisplatin,409e_7,1.015,101.5,False
2464.0,80421,ipad,no light,black,Cisplatin,409e_7,1.015,101.5,False
2465.0,80421,pixel,benchtop,black,Cisplatin,409e_7,1.015,101.5,False
2466.0,80421,pixel,lightbox,black,Cisplatin,409e_7,1.015,101.5,False
2467.0,80421,pixel,no light,black,Cisplatin,409e_7,1.015,101.5,False
2468.0,80415,ipad,benchtop,black,Cisplatin,409e_8,1.015,101.5,False
2469.0,80415,ipad,lightbox,black,Cisplatin,409e_8,1.015,101.5,False
2470.0,80415,ipad,no light,black,Cisplatin,409e_8,1.015,101.5,False
2471.0,80415,pixel,benchtop,black,Cisplatin,409e_8,1.015,101.5,False
2472.0,80415,pixel,lightbox,black,Cisplatin,409e_8,1.015,101.5,False
2473.0,80415,pixel,no light,black,Cisplatin,409e_8,1.015,101.5,False
2474.0,74793,ipad,benchtop,white,Cisplatin,std,0.64812,64.8,False
4314.0,74793,ipad,lightbox,white,Cisplatin,std,0.64812,64.8,False
4315.0,74793,ipad,no light,white,Cisplatin,std,0.64812,64.8,False
4316.0,74793,pixel,benchtop,white,Cisplatin,std,0.64812,64.8,False
4317.0,74793,pixel,lightbox,white,Cisplatin,std,0.64812,64.8,False
4318.0,74793,pixel,no light,white,Cisplatin,std,0.64812,64.8,False
2475.0,74786,ipad,benchtop,white,Cisplatin,9ac_1,0.63162,63.2,False
2476.0,74786,ipad,lightbox,white,Cisplatin,9ac_1,0.63162,63.2,False
2477.0,74786,ipad,no light,white,Cisplatin,9ac_1,0.63162,63.2,False
2478.0,74786,pixel,benchtop,white,Cisplatin,9ac_1,0.63162,63.2,False
2479.0,74786,pixel,lightbox,white,Cisplatin,9ac_1,0.63162,63.2,False
2480.0,74786,pixel,no light,white,Cisplatin,9ac_1,0.63162,63.2,False
2481.0,74923,ipad,benchtop,white,Cisplatin,9ac_2,0.63162,63.2,False
2482.0,74923,ipad,lightbox,white,Cisplatin,9ac_2,0.63162,63.2,False
2483.0,74923,ipad,no light,white,Cisplatin,9ac_2,0.63162,63.2,False
2484.0,74923,pixel,benchtop,white,Cisplatin,9ac_2,0.63162,63.2,False
2485.0,74923,pixel,lightbox,white,Cisplatin,9ac_2,0.63162,63.2,False
2486.0,74923,pixel,no light,white,Cisplatin,9ac_2,0.63162,63.2,False
2487.0,74924,ipad,benchtop,white,Cisplatin,9ac_3,0.63162,63.2,False
2488.0,74924,ipad,lightbox,white,Cisplatin,9ac_3,0.63162,63.2,False
2489.0,74924,ipad,no light,white,Cisplatin,9ac_3,0.63162,63.2,False
2490.0,74924,pixel,benchtop,white,Cisplatin,9ac_3,0.63162,63.2,False
2491.0,74924,pixel,lightbox,white,Cisplatin,9ac_3,0.63162,63.2,False
2492.0,74924,pixel,no light,white,Cisplatin,9ac_3,0.63162,63.2,False
2493.0,74925,ipad,benchtop,white,Cisplatin,9ac_4,0.63162,63.2,False
2494.0,74925,ipad,lightbox,white,Cisplatin,9ac_4,0.63162,63.2,False
2495.0,74925,ipad,no light,white,Cisplatin,9ac_4,0.63162,63.2,False
2496.0,74925,pixel,benchtop,white,Cisplatin,9ac_4,0.63162,63.2,False
2497.0,74925,pixel,lightbox,white,Cisplatin,9ac_4,0.63162,63.2,False
2498.0,74925,pixel,no light,white,Cisplatin,9ac_4,0.63162,63.2,False
2499.0,82209,ipad,benchtop,black,Cisplatin,9ac_5,0.63162,63.2,False
2500.0,82209,ipad,lightbox,black,Cisplatin,9ac_5,0.63162,63.2,False
2501.0,82209,ipad,no light,black,Cisplatin,9ac_5,0.63162,63.2,False
2502.0,82209,pixel,benchtop,black,Cisplatin,9ac_5,0.63162,63.2,False
2503.0,82209,pixel,lightbox,black,Cisplatin,9ac_5,0.63162,63.2,False
2504.0,82209,pixel,no light,black,Cisplatin,9ac_5,0.63162,63.2,False
2505.0,81503,ipad,benchtop,black,Cisplatin,9ac_6,0.63162,63.2,True
2506.0,81503,ipad,lightbox,black,Cisplatin,9ac_6,0.63162,63.2,True
2507.0,81503,ipad,no light,black,Cisplatin,9ac_6,0.63162,63.2,True
2508.0,81503,pixel,benchtop,black,Cisplatin,9ac_6,0.63162,63.2,True
2509.0,81503,pixel,lightbox,black,Cisplatin,9ac_6,0.63162,63.2,True
2510.0,81503,pixel,no light,black,Cisplatin,9ac_6,0.63162,63.2,True
2511.0,81698,ipad,benchtop,black,Cisplatin,9ac_7,0.63162,63.2,False
2512.0,81698,ipad,lightbox,black,Cisplatin,9ac_7,0.63162,63.2,False
2513.0,81698,ipad,no light,black,Cisplatin,9ac_7,0.63162,63.2,False
2514.0,81698,pixel,benchtop,black,Cisplatin,9ac_7,0.63162,63.2,False
2515.0,81698,pixel,lightbox,black,Cisplatin,9ac_7,0.63162,63.2,False
2516.0,81698,pixel,no light,black,Cisplatin,9ac_7,0.63162,63.2,False
2517.0,81125,ipad,benchtop,black,Cisplatin,9ac_8,0.63162,63.2,False
2518.0,81125,ipad,lightbox,black,Cisplatin,9ac_8,0.63162,63.2,False
2519.0,81125,ipad,no light,black,Cisplatin,9ac_8,0.63162,63.2,False
2520.0,81125,pixel,benchtop,black,Cisplatin,9ac_8,0.63162,63.2,False
2521.0,81125,pixel,lightbox,black,Cisplatin,9ac_8,0.63162,63.2,False
2522.0,81125,pixel,no light,black,Cisplatin,9ac_8,0.63162,63.2,False
2523.0,74922,ipad,benchtop,white,Cisplatin,55a_1,0.70422,70.4,False
2524.0,74922,ipad,lightbox,white,Cisplatin,55a_1,0.70422,70.4,False
2525.0,74922,ipad,no light,white,Cisplatin,55a_1,0.70422,70.4,False
2526.0,74922,pixel,benchtop,white,Cisplatin,55a_1,0.70422,70.4,False
2527.0,74922,pixel,lightbox,white,Cisplatin,55a_1,0.70422,70.4,False
2528.0,74922,pixel,no light,white,Cisplatin,55a_1,0.70422,70.4,False
2529.0,74927,ipad,benchtop,white,Cisplatin,55a_2,0.70422,70.4,False
2530.0,74927,ipad,lightbox,white,Cisplatin,55a_2,0.70422,70.4,False
2531.0,74927,ipad,no light,white,Cisplatin,55a_2,0.70422,70.4,False
2532.0,74927,pixel,benchtop,white,Cisplatin,55a_2,0.70422,70.4,False
2533.0,74927,pixel,lightbox,white,Cisplatin,55a_2,0.70422,70.4,False
2534.0,74927,pixel,no light,white,Cisplatin,55a_2,0.70422,70.4,False
2535.0,74928,ipad,benchtop,white,Cisplatin,55a_3,0.70422,70.4,False
2536.0,74928,ipad,lightbox,white,Cisplatin,55a_3,0.70422,70.4,False
2537.0,74928,ipad,no light,white,Cisplatin,55a_3,0.70422,70.4,False
2538.0,74928,pixel,benchtop,white,Cisplatin,55a_3,0.70422,70.4,False
2539.0,74928,pixel,lightbox,white,Cisplatin,55a_3,0.70422,70.4,False
2540.0,74928,pixel,no light,white,Cisplatin,55a_3,0.70422,70.4,False
2541.0,74929,pixel,benchtop,white,Cisplatin,55a_4,0.70422,70.4,False
2542.0,74929,pixel,lightbox,white,Cisplatin,55a_4,0.70422,70.4,False
2543.0,74929,pixel,no light,white,Cisplatin,55a_4,0.70422,70.4,False
2544.0,81504,ipad,benchtop,black,Cisplatin,55a_5,0.70422,70.4,False
2545.0,81504,ipad,lightbox,black,Cisplatin,55a_5,0.70422,70.4,False
2546.0,81504,ipad,no light,black,Cisplatin,55a_5,0.70422,70.4,False
2547.0,81504,pixel,benchtop,black,Cisplatin,55a_5,0.70422,70.4,False
2548.0,81504,pixel,lightbox,black,Cisplatin,55a_5,0.70422,70.4,False
2549.0,81504,pixel,no light,black,Cisplatin,55a_5,0.70422,70.4,False
2550.0,81505,ipad,benchtop,black,Cisplatin,55a_6,0.70422,70.4,False
2551.0,81505,ipad,lightbox,black,Cisplatin,55a_6,0.70422,70.4,False
2552.0,81505,ipad,no light,black,Cisplatin,55a_6,0.70422,70.4,False
2553.0,81505,pixel,benchtop,black,Cisplatin,55a_6,0.70422,70.4,False
2554.0,81505,pixel,lightbox,black,Cisplatin,55a_6,0.70422,70.4,False
2555.0,81505,pixel,no light,black,Cisplatin,55a_6,0.70422,70.4,False
2556.0,81506,ipad,benchtop,black,Cisplatin,55a_7,0.70422,70.4,False
2557.0,81506,ipad,lightbox,black,Cisplatin,55a_7,0.70422,70.4,False
2558.0,81506,ipad,no light,black,Cisplatin,55a_7,0.70422,70.4,False
2559.0,81506,pixel,benchtop,black,Cisplatin,55a_7,0.70422,70.4,False
2560.0,81506,pixel,lightbox,black,Cisplatin,55a_7,0.70422,70.4,False
2561.0,81506,pixel,no light,black,Cisplatin,55a_7,0.70422,70.4,False
2562.0,81507,ipad,benchtop,black,Cisplatin,55a_8,0.70422,70.4,False
2563.0,81507,ipad,lightbox,black,Cisplatin,55a_8,0.70422,70.4,False
2564.0,81507,ipad,no light,black,Cisplatin,55a_8,0.70422,70.4,False
2565.0,81507,pixel,benchtop,black,Cisplatin,55a_8,0.70422,70.4,False
2566.0,81507,pixel,lightbox,black,Cisplatin,55a_8,0.70422,70.4,False
2567.0,81507,pixel,no light,black,Cisplatin,55a_8,0.70422,70.4,False
2568.0,74926,ipad,benchtop,white,Cisplatin,v41_1,0.693,69.3,False
2569.0,74926,ipad,lightbox,white,Cisplatin,v41_1,0.693,69.3,False
2570.0,74926,ipad,no light,white,Cisplatin,v41_1,0.693,69.3,False
2571.0,74926,pixel,benchtop,white,Cisplatin,v41_1,0.693,69.3,False
2572.0,74926,pixel,lightbox,white,Cisplatin,v41_1,0.693,69.3,False
2573.0,74926,pixel,no light,white,Cisplatin,v41_1,0.693,69.3,False
2574.0,75039,ipad,benchtop,white,Cisplatin,v41_2,0.693,69.3,False
2575.0,75039,ipad,lightbox,white,Cisplatin,v41_2,0.693,69.3,False
2576.0,75039,ipad,no light,white,Cisplatin,v41_2,0.693,69.3,False
2577.0,75039,pixel,benchtop,white,Cisplatin,v41_2,0.693,69.3,False
2578.0,75039,pixel,lightbox,white,Cisplatin,v41_2,0.693,69.3,False
2579.0,75039,pixel,no light,white,Cisplatin,v41_2,0.693,69.3,False
2580.0,75040,ipad,benchtop,white,Cisplatin,v41_3,0.693,69.3,False
2581.0,75040,ipad,lightbox,white,Cisplatin,v41_3,0.693,69.3,False
2582.0,75040,ipad,no light,white,Cisplatin,v41_3,0.693,69.3,False
2583.0,75040,pixel,benchtop,white,Cisplatin,v41_3,0.693,69.3,False
2584.0,75040,pixel,lightbox,white,Cisplatin,v41_3,0.693,69.3,False
2585.0,75040,pixel,no light,white,Cisplatin,v41_3,0.693,69.3,False
2586.0,75041,ipad,benchtop,white,Cisplatin,v41_4,0.693,69.3,False
2587.0,75041,ipad,lightbox,white,Cisplatin,v41_4,0.693,69.3,False
2588.0,75041,ipad,no light,white,Cisplatin,v41_4,0.693,69.3,False
2589.0,75041,pixel,benchtop,white,Cisplatin,v41_4,0.693,69.3,False
2590.0,75041,pixel,lightbox,white,Cisplatin,v41_4,0.693,69.3,False
2591.0,75041,pixel,no light,white,Cisplatin,v41_4,0.693,69.3,False
2592.0,80828,ipad,benchtop,black,Cisplatin,v41_5,0.693,69.3,False
2593.0,80828,ipad,lightbox,black,Cisplatin,v41_5,0.693,69.3,False
2594.0,80828,ipad,no light,black,Cisplatin,v41_5,0.693,69.3,False
2595.0,80828,pixel,benchtop,black,Cisplatin,v41_5,0.693,69.3,False
2596.0,80828,pixel,lightbox,black,Cisplatin,v41_5,0.693,69.3,False
2597.0,80828,pixel,no light,black,Cisplatin,v41_5,0.693,69.3,False
2598.0,81508,ipad,benchtop,black,Cisplatin,v41_6,0.693,69.3,False
2599.0,81508,ipad,lightbox,black,Cisplatin,v41_6,0.693,69.3,False
2600.0,81508,ipad,no light,black,Cisplatin,v41_6,0.693,69.3,False
2601.0,81508,pixel,benchtop,black,Cisplatin,v41_6,0.693,69.3,False
2602.0,81508,pixel,lightbox,black,Cisplatin,v41_6,0.693,69.3,False
2603.0,81508,pixel,no light,black,Cisplatin,v41_6,0.693,69.3,False
2604.0,81509,ipad,benchtop,black,Cisplatin,v41_7,0.693,69.3,False
2605.0,81509,ipad,lightbox,black,Cisplatin,v41_7,0.693,69.3,False
2606.0,81509,ipad,no light,black,Cisplatin,v41_7,0.693,69.3,False
2607.0,81509,pixel,benchtop,black,Cisplatin,v41_7,0.693,69.3,False
2608.0,81509,pixel,lightbox,black,Cisplatin,v41_7,0.693,69.3,False
2609.0,81509,pixel,no light,black,Cisplatin,v41_7,0.693,69.3,False
2610.0,81502,ipad,benchtop,black,Cisplatin,v41_8,0.693,69.3,False
2611.0,81502,ipad,lightbox,black,Cisplatin,v41_8,0.693,69.3,False
2612.0,81502,ipad,no light,black,Cisplatin,v41_8,0.693,69.3,False
2613.0,81502,pixel,benchtop,black,Cisplatin,v41_8,0.693,69.3,False
2614.0,81502,pixel,lightbox,black,Cisplatin,v41_8,0.693,69.3,False
2615.0,81502,pixel,no light,black,Cisplatin,v41_8,0.693,69.3,False
2616.0,75038,ipad,benchtop,white,Cisplatin,2b3_1,0.70488,70.5,False
2617.0,75038,ipad,lightbox,white,Cisplatin,2b3_1,0.70488,70.5,False
2618.0,75038,ipad,no light,white,Cisplatin,2b3_1,0.70488,70.5,False
2619.0,75038,pixel,benchtop,white,Cisplatin,2b3_1,0.70488,70.5,False
2620.0,75038,pixel,lightbox,white,Cisplatin,2b3_1,0.70488,70.5,False
2621.0,75038,pixel,no light,white,Cisplatin,2b3_1,0.70488,70.5,False
2622.0,75035,ipad,benchtop,white,Cisplatin,2b3_2,0.70488,70.5,False
2623.0,75035,ipad,lightbox,white,Cisplatin,2b3_2,0.70488,70.5,False
2624.0,75035,ipad,no light,white,Cisplatin,2b3_2,0.70488,70.5,False
2625.0,75035,pixel,benchtop,white,Cisplatin,2b3_2,0.70488,70.5,False
2626.0,75035,pixel,lightbox,white,Cisplatin,2b3_2,0.70488,70.5,False
2627.0,75035,pixel,no light,white,Cisplatin,2b3_2,0.70488,70.5,False
2628.0,75036,ipad,benchtop,white,Cisplatin,2b3_3,0.70488,70.5,False
2629.0,75036,ipad,lightbox,white,Cisplatin,2b3_3,0.70488,70.5,False
2630.0,75036,ipad,no light,white,Cisplatin,2b3_3,0.70488,70.5,False
2631.0,75036,pixel,benchtop,white,Cisplatin,2b3_3,0.70488,70.5,False
2632.0,75036,pixel,lightbox,white,Cisplatin,2b3_3,0.70488,70.5,False
2633.0,75036,pixel,no light,white,Cisplatin,2b3_3,0.70488,70.5,False
2634.0,75037,ipad,benchtop,white,Cisplatin,2b3_4,0.70488,70.5,False
2635.0,75037,ipad,lightbox,white,Cisplatin,2b3_4,0.70488,70.5,False
2636.0,75037,ipad,no light,white,Cisplatin,2b3_4,0.70488,70.5,False
2637.0,75037,pixel,benchtop,white,Cisplatin,2b3_4,0.70488,70.5,False
2638.0,75037,pixel,lightbox,white,Cisplatin,2b3_4,0.70488,70.5,False
2639.0,75037,pixel,no light,white,Cisplatin,2b3_4,0.70488,70.5,False
2640.0,80765,ipad,benchtop,black,Cisplatin,2b3_5,0.70488,70.5,False
2641.0,80765,ipad,lightbox,black,Cisplatin,2b3_5,0.70488,70.5,False
2642.0,80765,ipad,no light,black,Cisplatin,2b3_5,0.70488,70.5,False
2643.0,80765,pixel,benchtop,black,Cisplatin,2b3_5,0.70488,70.5,False
2644.0,80765,pixel,lightbox,black,Cisplatin,2b3_5,0.70488,70.5,False
2645.0,80765,pixel,no light,black,Cisplatin,2b3_5,0.70488,70.5,False
2646.0,81669,ipad,benchtop,black,Cisplatin,2b3_6,0.70488,70.5,False
2647.0,81669,ipad,lightbox,black,Cisplatin,2b3_6,0.70488,70.5,False
2648.0,81669,ipad,no light,black,Cisplatin,2b3_6,0.70488,70.5,False
2649.0,81669,pixel,benchtop,black,Cisplatin,2b3_6,0.70488,70.5,False
2650.0,81669,pixel,lightbox,black,Cisplatin,2b3_6,0.70488,70.5,False
2651.0,81669,pixel,no light,black,Cisplatin,2b3_6,0.70488,70.5,False
2652.0,81666,ipad,lightbox,black,Cisplatin,2b3_7,0.70488,70.5,False
2653.0,81666,pixel,benchtop,black,Cisplatin,2b3_7,0.70488,70.5,False
2654.0,81666,pixel,lightbox,black,Cisplatin,2b3_7,0.70488,70.5,False
2655.0,81666,pixel,no light,black,Cisplatin,2b3_7,0.70488,70.5,False
2656.0,82176,ipad,benchtop,black,Cisplatin,2b3_8,0.70488,70.5,False
2657.0,82176,ipad,lightbox,black,Cisplatin,2b3_8,0.70488,70.5,False
2658.0,82176,ipad,no light,black,Cisplatin,2b3_8,0.70488,70.5,False
2659.0,82176,pixel,benchtop,black,Cisplatin,2b3_8,0.70488,70.5,False
2660.0,82176,pixel,lightbox,black,Cisplatin,2b3_8,0.70488,70.5,False
2661.0,82176,pixel,no light,black,Cisplatin,2b3_8,0.70488,70.5,False
2662.0,75034,ipad,benchtop,white,Cisplatin,409e_1,0.6699,67.0,False
2663.0,75034,ipad,lightbox,white,Cisplatin,409e_1,0.6699,67.0,False
2664.0,75034,ipad,no light,white,Cisplatin,409e_1,0.6699,67.0,False
2665.0,75034,pixel,benchtop,white,Cisplatin,409e_1,0.6699,67.0,False
2666.0,75034,pixel,lightbox,white,Cisplatin,409e_1,0.6699,67.0,False
2667.0,75034,pixel,no light,white,Cisplatin,409e_1,0.6699,67.0,False
2668.0,74933,ipad,benchtop,white,Cisplatin,409e_2,0.6699,67.0,False
2669.0,74933,ipad,lightbox,white,Cisplatin,409e_2,0.6699,67.0,False
2670.0,74933,ipad,no light,white,Cisplatin,409e_2,0.6699,67.0,False
2671.0,74933,pixel,benchtop,white,Cisplatin,409e_2,0.6699,67.0,False
2672.0,74933,pixel,lightbox,white,Cisplatin,409e_2,0.6699,67.0,False
2673.0,74933,pixel,no light,white,Cisplatin,409e_2,0.6699,67.0,False
2674.0,74931,ipad,benchtop,white,Cisplatin,409e_3,0.6699,67.0,False
2675.0,74931,ipad,lightbox,white,Cisplatin,409e_3,0.6699,67.0,False
2676.0,74931,ipad,no light,white,Cisplatin,409e_3,0.6699,67.0,False
2677.0,74931,pixel,benchtop,white,Cisplatin,409e_3,0.6699,67.0,False
2678.0,74931,pixel,lightbox,white,Cisplatin,409e_3,0.6699,67.0,False
2679.0,74931,pixel,no light,white,Cisplatin,409e_3,0.6699,67.0,False
2680.0,74932,ipad,benchtop,white,Cisplatin,409e_4,0.6699,67.0,False
2681.0,74932,ipad,lightbox,white,Cisplatin,409e_4,0.6699,67.0,False
2682.0,74932,ipad,no light,white,Cisplatin,409e_4,0.6699,67.0,False
2683.0,74932,pixel,benchtop,white,Cisplatin,409e_4,0.6699,67.0,False
2684.0,74932,pixel,lightbox,white,Cisplatin,409e_4,0.6699,67.0,False
2685.0,74932,pixel,no light,white,Cisplatin,409e_4,0.6699,67.0,False
2686.0,81180,ipad,benchtop,black,Cisplatin,409e_5,0.6699,67.0,False
2687.0,81180,ipad,lightbox,black,Cisplatin,409e_5,0.6699,67.0,False
2688.0,81180,ipad,no light,black,Cisplatin,409e_5,0.6699,67.0,False
2689.0,81180,pixel,benchtop,black,Cisplatin,409e_5,0.6699,67.0,False
2690.0,81180,pixel,lightbox,black,Cisplatin,409e_5,0.6699,67.0,False
2691.0,81180,pixel,no light,black,Cisplatin,409e_5,0.6699,67.0,False
2692.0,82175,ipad,benchtop,black,Cisplatin,409e_6,0.6699,67.0,False
2693.0,82175,ipad,lightbox,black,Cisplatin,409e_6,0.6699,67.0,False
2694.0,82175,ipad,no light,black,Cisplatin,409e_6,0.6699,67.0,False
2695.0,82175,pixel,benchtop,black,Cisplatin,409e_6,0.6699,67.0,False
2696.0,82175,pixel,lightbox,black,Cisplatin,409e_6,0.6699,67.0,False
2697.0,82175,pixel,no light,black,Cisplatin,409e_6,0.6699,67.0,False
2698.0,81756,ipad,benchtop,black,Cisplatin,409e_7,0.6699,67.0,False
2699.0,81756,ipad,lightbox,black,Cisplatin,409e_7,0.6699,67.0,False
2700.0,81756,ipad,no light,black,Cisplatin,409e_7,0.6699,67.0,False
2701.0,81756,pixel,benchtop,black,Cisplatin,409e_7,0.6699,67.0,False
2702.0,81756,pixel,lightbox,black,Cisplatin,409e_7,0.6699,67.0,False
2703.0,81756,pixel,no light,black,Cisplatin,409e_7,0.6699,67.0,False
2704.0,81320,ipad,benchtop,black,Cisplatin,409e_8,0.6699,67.0,False
2705.0,81320,ipad,lightbox,black,Cisplatin,409e_8,0.6699,67.0,False
2706.0,81320,ipad,no light,black,Cisplatin,409e_8,0.6699,67.0,False
2707.0,81320,pixel,benchtop,black,Cisplatin,409e_8,0.6699,67.0,False
2708.0,81320,pixel,lightbox,black,Cisplatin,409e_8,0.6699,67.0,False
2709.0,81320,pixel,no light,black,Cisplatin,409e_8,0.6699,67.0,False
2710.0,75052,ipad,benchtop,white,Cisplatin,std,0.32406,32.4,False
4319.0,75052,ipad,lightbox,white,Cisplatin,std,0.32406,32.4,False
4320.0,75052,ipad,no light,white,Cisplatin,std,0.32406,32.4,False
4321.0,75052,pixel,benchtop,white,Cisplatin,std,0.32406,32.4,False
4322.0,75052,pixel,lightbox,white,Cisplatin,std,0.32406,32.4,False
4323.0,75052,pixel,no light,white,Cisplatin,std,0.32406,32.4,False
2711.0,74913,ipad,benchtop,white,Cisplatin,9ac_1,0.31581,31.6,False
2712.0,74913,ipad,lightbox,white,Cisplatin,9ac_1,0.31581,31.6,False
2713.0,74913,ipad,no light,white,Cisplatin,9ac_1,0.31581,31.6,False
2714.0,74913,pixel,benchtop,white,Cisplatin,9ac_1,0.31581,31.6,False
2715.0,74913,pixel,lightbox,white,Cisplatin,9ac_1,0.31581,31.6,False
2716.0,74913,pixel,no light,white,Cisplatin,9ac_1,0.31581,31.6,False
2717.0,74910,ipad,benchtop,white,Cisplatin,9ac_2,0.31581,31.6,False
2718.0,74910,ipad,lightbox,white,Cisplatin,9ac_2,0.31581,31.6,False
2719.0,74910,ipad,no light,white,Cisplatin,9ac_2,0.31581,31.6,False
2720.0,74910,pixel,benchtop,white,Cisplatin,9ac_2,0.31581,31.6,False
2721.0,74910,pixel,lightbox,white,Cisplatin,9ac_2,0.31581,31.6,False
2722.0,74910,pixel,no light,white,Cisplatin,9ac_2,0.31581,31.6,False
2723.0,74907,ipad,benchtop,white,Cisplatin,9ac_3,0.31581,31.6,False
2724.0,74907,ipad,lightbox,white,Cisplatin,9ac_3,0.31581,31.6,False
2725.0,74907,ipad,no light,white,Cisplatin,9ac_3,0.31581,31.6,False
2726.0,74907,pixel,benchtop,white,Cisplatin,9ac_3,0.31581,31.6,False
2727.0,74907,pixel,lightbox,white,Cisplatin,9ac_3,0.31581,31.6,False
2728.0,74907,pixel,no light,white,Cisplatin,9ac_3,0.31581,31.6,False
2729.0,74908,ipad,benchtop,white,Cisplatin,9ac_4,0.31581,31.6,False
2730.0,74908,ipad,lightbox,white,Cisplatin,9ac_4,0.31581,31.6,False
2731.0,74908,ipad,no light,white,Cisplatin,9ac_4,0.31581,31.6,False
2732.0,74908,pixel,benchtop,white,Cisplatin,9ac_4,0.31581,31.6,False
2733.0,74908,pixel,lightbox,white,Cisplatin,9ac_4,0.31581,31.6,False
2734.0,74908,pixel,no light,white,Cisplatin,9ac_4,0.31581,31.6,False
2735.0,81544,ipad,benchtop,black,Cisplatin,9ac_5,0.31581,31.6,False
2736.0,81544,ipad,lightbox,black,Cisplatin,9ac_5,0.31581,31.6,False
2737.0,81544,ipad,no light,black,Cisplatin,9ac_5,0.31581,31.6,False
2738.0,81544,pixel,benchtop,black,Cisplatin,9ac_5,0.31581,31.6,False
2739.0,81544,pixel,lightbox,black,Cisplatin,9ac_5,0.31581,31.6,False
